"";"MSETrain";"MSEValid"
"1";0,0592377247529871;0,0609058559642119
"2";0,0570595116708793;0,0557546009736903
"3";0,0361883544921875;0,0228042782054228
"4";0,0239225769042969;0,0211960063261144
"5";0,0229587225820504;0,0206137376673081
"6";0,022381701001934;0,0202362756168141
"7";0,0219794000363817;0,0199615770227769
"8";0,021671043844784;0,0197422050027286
"9";0,0214179035261566;0,0195543513578527
"10";0,021199852438534;0,0193859257417567
"11";0,0210056693881166;0,0192304050221163
"12";0,020828504375383;0,0190837904986213
"13";0,0206641746969784;0,0189436609604779
"14";0,0205095403334674;0,0188083592583151
"15";0,0203626296099494;0,0186767230314367
"16";0,0202219390869141;0,0185482013926787
"17";0,0200867148006664;0,0184226137049058
"18";0,0199566770067402;0,0183002797295065
"19";0,0198318915273629;0,0181817952324362
"20";0,0197129148595473;0,0180680241304285
"21";0,0196003319235409;0,0179600614659926
"22";0,0194947964537377;0,017858813790714
"23";0,019396852979473;0,0177650361902574
"24";0,0193067647896561;0,0176791538911707
"25";0,0192245288923675;0,0176013138714959
"26";0,0191496815400965;0,017531244614545
"27";0,0190819011015051;0,017468474893009
"28";0,0190203034644033;0,0174123887454762
"29";0,0189642333984375;0,0173622456718894
"30";0,0189131059833601;0,0173173320994658
"31";0,0188661672554764;0,0172770387986127
"32";0,0188229863783892;0,0172407542957979
"33";0,0187829470166973;0,0172079591190114
"34";0,0187458367441215;0,0171782213098863
"35";0,0187112920424517;0,017151159398696
"36";0,0186790137197457;0,0171264603558709
"37";0,0186487504547718;0,01710381676169
"38";0,0186203571394378;0,0170830120759852
"39";0,0185935256060432;0,017063788245706
"40";0,0185682797899433;0,0170460061465993
"41";0,018544470095167;0,0170295457278981
"42";0,0185218392166437;0,0170141455706428
"43";0,0185003512513404;0,016999792211196
"44";0,0184799553366268;0,016986348769244
"45";0,0184604794371362;0,0169737423167509
"46";0,0184419145771101;0,0169618236317354
"47";0,0184242607565487;0,0169505354937385
"48";0,0184072696461397;0,0169398319019991
"49";0,0183909143186083;0,0169296881731819
"50";0,0183752994911343;0,0169199887443991
"51";0,0183602262010761;0,0169107392254998
"52";0,0183458066454121;0,0169018521028406
"53";0,0183317281685623;0,0168932914733887
"54";0,0183182510675169;0,0168850517272949
"55";0,0183051883473116;0,0168770969615263
"56";0,0182924771776386;0,0168693688336541
"57";0,0182801714130476;0,0168618314406451
"58";0,018268284517176;0,0168545375150793
"59";0,0182567057890051;0,016847411884981
"60";0,0182454202689377;0,0168404107935288
